443,ouchchn,ⵓⵛⵛⵏ,ابن آوى – الذئب
444,awma,ⴰⵡⵎⴰ,أخي
445,ifeff,ⵉⴼⴻⴼⴼ,نهد
446,ayyaw,ⴰⵢⵢⴰⵡ,حفيد
447,tiwtcha,ⵜⵉⵡⵜⵛⴰ,غدا
448,mour,ⵎⵓⵔ,قطعة أرضية
449,tammourt,ⵜⴰⵎⵎⵓⵔⵜ,ارض
450,ayrad,ⴰⵢⵔⴰⴷ,أسد
451,iżouran,ⵉⵥⵓⵔⴰⵏ,عروق
452,izi/iżżan,ⵉⵣⵣⵉ/ⵉⵥⵥⴰⵏ,ذبابة/ذباب
453,ismgh,ⵉⵙⵎⵖ,عبد
454,ighs,ⵉⵖⵙ,عظم
455,ifis,ⵉⴼⵉⵙ,ضبع
456,aylaf,ⴰⵢⵍⴰⴼ,سرب نحل
457,ilf,ⵉⵍⴼ,خنزير
458,aylmam,ⴰⵢⵍⵎⴰⵎ,بِركة – ضاية
459,imz,ⵉⵎⵣ,إبهام
460,aḍmaz,ⴰⴹⵎⴰⵣ,الم في البطن
461,ayndouz,ⴰⵢⵏⴷⵓⵣ,عجل
462,insi,ⵉⵏⵙⵉ,قنفذ
463,ayoujil,ⴰⵢⵓⵊⵉⵍ,يتيم
464,arif,ⴰⵔⵉⴼ,شاطئ
465,afettas,ⴰⴼⵜⵜⴰⵙ,شاطئ
466,bab,ⴱⴰⴱ,مالك أو رب
467,baw/ibawn,ⴱⴰⵡ/ⵉⴱⴰⵡⵏ,فول
468,imi/a9mmoum,ⵉⵎⵉ/ⴰⵇⵎⵎⵓⵎ,فم
469,taḍoft,ⵜⴰⴹⵓⴼⵜ,صوف
470,ayis,ⴰⵢⵉⵙ,حصان
471,waw/wawl/wawllout,ⵡⴰⵡ/ⵡⴰⵡⵍ/ⵡⴰⵡⵍⵍⵓⵜ?,بركة ماء جارية
472,tadount,ⵜⴰⴷⵓⵏⵜ,شحم
473,tmiri,ⵜⵎⵉⵔⵉ,نور
474,tou9it,ⵜⵓⵇⵉⵜ,حجرة
475,taskkourt,ⵜⴰⵙⴽⴽⵓⵔⵜ,حجل الطائر
476,taḍkkalt,ⵜⴰⴹⵯⴽⴽⴰⵍⵜ,نسيبة
477,tsist,ⵜⵙⵉⵙⵜ,شراب
478,tbourjt,ⵜⴱⵓⵔⵊⵜ,نافذة
479,taghmart,ⵜⴰⵖⵎⴰⵔⵜ,زاوية أو جانب من الحائط
480,taf9ount,ⵜⴰⴼⵇⵓⵏⵜ,فرن الخبز
481,aman,ⴰⵎⴰⵏ,ماء
482,tmart,ⵜⵎⴰⵔⵜ,لحية
483,astoul,ⴰⵙⵜⵓⵍ,اسم أو اللقب
484,imourknti,ⵉⵎⵓⵔⴽⵏⵜⵉ,غني
485,tsoumta,ⵜⵙⵓⵎⵜⴰ,وسادة
486,tghaṭet,ⵜⵖⴰⵟⴻⵜ,ماعزة
487,almti,ⴰⵍⵎⵜⵉ,رطوبة
488,tiwa,ⵜⵉⵡⴰ,مؤخرة العنق
489,talla,ⵜⴰⵍⵍⴰ,شلال
490,inrz,ⵉⵏⵔⵣ,قدم
491,ijman,ⵉⵊⵎⴰⵏ,منكبين
492,tsaft,ⵜⵙⴰⴼⵜ,نخلة مثمرة
493,makh,ⵎⴰⵅ,لماذا
494,tasmoḍi,ⵜⴰⵙⵎⵓⴹⵉ,برودة
495,taknift,ⵜⴰⴽⵏⵉⴼⵜ,خبزة دائرية
496,admi,ⴰⴷⵎⵉ,حماية
497,azaf,ⴰⵣⴰⴼ,وبر
498,amzdag,ⴰⵎⵣⴷⴰⴳ,نقي أو نظيف
499,tal,ⵜⴰⵍ,جدول
500,tayya,ⵜⴰⵢⵢⴰ,أَمَة (عبدة)
501,outm,ⵓⵜⵎ,ذكر
502,talfsa,ⵜⴰⵍⴼⵙⴰ,أفعى
503,switlal,ⵙⵡⵉⵜⵍⴰⵍ,معلمة
504,ḍari,ⴹⴰⵔⵉ,ماضي
505,fan,ⴼⴰⵏ,مقلاة
506,tichira,ⵜⵉⵛⵉⵔⴰ,شمع
507,azli,ⴰⵣⵍⵉ,جمال
508,tifa,ⵜⵉⴼⴰ,اسم بنت لإنجاب الذكور
509,amnous,ⴰⵎⵏⵓⵙ,سجار أو صراع
510,tilmit,ⵜⵉⵍⵎⵉⵜ,جبح
511,timjjt,ⵜⵉⵎⵊⵊⵜ,أذن
512,tijnt,ⵜⵉⵊⵏⵜ,عين الماء
513,tazṭṭat,ⵜⴰⵣⵟⵟⴰⵜ,رشوة
514,tinifin,ⵜⵉⵏⵉⴼⵉⵏ,جلبان
515,tiwyadt,ⵜⵉⵡⵢⴰⴷⵜ,استقامة
516,achchokaḍ,ⴰⵛⵛⵓⴽⴰⴹ,ذيل
517,din,ⴷⵉⵏ,هناك
518,tinifra,ⵜⵉⵏⵉⴼⵔⴰ,مشيمة
519,antour,ⴰⵏⵜⵓⵔ,شفة
520,oulik,ⵓⵍⵉⴽ,مؤن صلبة
521,ḍaḍ,ⴹⴰⴹ,أصبع
522,aghanim,ⴰⵖⴰⵏⵉⵎ,قصب
523,fous/ifassn,ⴼⵓⵙ/ⵉⴼⴰⵙⵙⵏ,يد
524,filou,ⴼⵉⵍⵓ,خيط
525,laż,ⵍⴰⵥ,جوع
526,loum,ⵍⵓⵎ,تبن
527,tirsa,ⵜⵉⵔⵙⴰ,محراث
528,mism,ⵎⵉⵙⵎ,كيف
529,nitnin,ⵏⵉⵜⵏⵉⵏ,هم
530,nigh,ⵏⵉⵖ,أو
531,ouzzal,ⵓⵣⵣⴰⵍ,حديد
532,tchek,ⵜⵛⴻⴽ,أنت
533,knniw,ⴽⵏⵏⵉⵡ,انتم
534,our,ⵓⵔ,لم (نافية)
535,oultma,ⵓⵍⵜⵎⴰ,أختي
536,tyażiḍt,ⵜⵢⴰⵥⵉⴹⵜ,دجاجة
537,ybba,ⵢⴱⴱⴰ,أبي
538,Tawnzizt,ⵜⴰⵡⵏⵣⵉⵣⵜ,شعر فوق الجبهة
539,tmouzount,ⵜⵎⵓⵣⵓⵏⵜ,مال
540,amari,ⴰⵎⴰⵔⵉ,حد
541,your,ⵢⵓⵔ,شهر
542,oul,ⵓⵍ,قلب
543,djiwngh,ⴷⵊⵉⵡⵏⵖ,شبعت
544,atmoun,ⴰⵜⵎⵓⵏ,مطحنة التبن
545,adan,ⴰⴷⴰⵏ,امعاء
546,isagh,ⵉⵙⴰⵖ,ساحة
547,isghi,ⵉⵙⵖⵉ,طائر العقاب
548,aghi,ⴰⵖⵉ,حليب
549,tamjra,ⵜⴰⵎⵊⵔⴰ,موسم الحصاد
550,tamghra,ⵜⴰⵎⵖⵔⴰ,زواج
551,tmousni,ⵜⵎⵓⵙⵏⵉ,معرفة
552,tazwewart,ⵜⴰⵣⵡⴻⵡⴰⵔⵜ,توبيخ
553,ouzoum,ⵓⵣⵓⵎ,بلوغ (فترة عمرية)
554,azddam,ⴰⵣⴷⴷⴰⵎ,حطاب
555,taziwḍi,ⵜⴰⵣⵉⵡⴹⵉ,حلاوة
556,Azezzou,ⴰⵣⴻⵣⵣⵓ,نبات اصفر
557,tamzourt,ⵜⴰⵎⵣⵓⵔⵜ,المراة في حالة الولادة
558,tażalit,ⵜⴰⵥⴰⵍⵉⵜ,صلاة
559,azgnoun,ⴰⵣⴳⵏⵓⵏ,عنقوذ
560,zim,ⵣⵉⵎ,زئير
561,tarwla,ⵜⴰⵔⵡⵍⴰ,هروب
562,sourif,ⵙⵓⵔⵉⴼ,خطوة
563,arital,ⴰⵔⵉⵜⴰⵍ,غنيمة
564,irsan,ⵉⵔⵙⴰⵏ,ايصابات
565,tamrarout,ⵜⴰⵎⵔⴰⵔⵓⵜ,رد أو الإرجاع
566,ar99as,ⴰⵔⵇⵇⴰⵙ,مبعوث
567,ysi/ays,ⵢⵙⵉ/ⴰⵢⵙ,بناتي
568,tarwa,ⵜⴰⵔⵡⴰ,أبناء
569,iwdan,ⵉⵡⴷⴰⵏ,بشر
570,ouday,ⵓⴷⴰⵢ,يهودي
571,awlough,ⴰⵡⵍⵓⵖ,مص
572,lakh,ⵍⴰⵅ,صلصال
573,tkoufi,ⵜⴽⵓⴼⵉ,رغوة
574,tiwdi,ⵜⵉⵡⴷⵉ,رعب
575,açrous,ⴰⴿⵔⵔⵉⵙ,عقدة
576,tiçli,ⵜⵉⴿⵍⵉ,مشي
577,tikkra,ⵜⵉⵯⴽⴽⵔⴰ,سب أو الإهانة
578,kaḍ,ⴽⴰⴹ,ورق
579,ikn/ikwin,ⵉⴽⵏ/ⵉⴽⵡⵉⵏ,توام
580,twachount,ⵜⵡⴰⵛⵓⵏⵜ,مراة
581,abtchoun,ⴰⴱⵜⵛⵓⵏ,رحم
582,tiyyar,ⵜⵉⵢⵢⴰⵔ,اصل أو السلالة
583,tamsjrt,ⵜⴰⵎⵙⵊⵔⵜ,سباق
584,tjallit,ⵜⵊⴰⵍⵍⵉⵜ,قسم
585,timert,ⵜⵉⵎⴻⵔⵜ,صيد
586,djouni,ⴷⵊⵓⵏⵉ,ربوض
587,ijwa,ⵉⵊⵡⴰ,صوت الخروف
588,taghwiwt,ⵜⴰⵖⵡⵉⵡⵜ,صراخ
589,aghray,ⴰⵖⵔⴰⵢ,إجهاض
590,tighlelt,ⵜⵉⵖⵍⴻⵍⵜ,حجاب يحجب به العريس
591,aghnou,ⴰⵖⵏⵓ,شفقة
592,9bala,ⵇⴱⴰⵍⴰ,وافر
593,a9oubou,ⴰⵇⵓⴱⵓ,شرب بلهف
594,aydi,ⴰⵢⴷⵉ,كلب
595,a9ounan,ⴰⵇⵓⵏⴰⵏ,مشرق الوجه
596,ahiri,ⴰⵀⵉⵔⵉ,سرج الجمل
597,isstma,ⵉⵙⵙⵜⵎⴰ,اخواتي
598,toumdt,ⵜⵓⵎⴷⵜ,تذوق
599,timelli,ⵜⵉⵎⴻⵍⵍ1ⵉ,بياض
600,timlagh,ⵜⵉⵎⵍⴰⵖ,مزاح
601,amas,ⴰⵎⴰⵙ,مركز أو وسط
602,tinit,ⵜⵉⵏⵉⵜ,رغبة
603,tazart,ⵜⴰⵣⴰⵔⵜ,تين
604,twala,ⵜⵡⴰⵍⴰ,مرة
605,tamedda,ⵜⴰⵎⴻⴷⴷⴰ,نسر ملتحي
606,lalla,ⵍⴰⵍⵍⴰ,سيدتي
607,dada,ⴷⴰⴷⴰ,سيدي
608,adjou,ⴰⴷⵊⵓ,عملية الوزن
609,soudrous,ⵙⵓⴷⵔⵓⵙ,على الاقل
610,akhrsga,ⴰⵅⵔⵙⴳⴰ,اخرس
611,tini,ⵜⵉⵏⵉ,تمر
612,aflou,ⴰⴼⵍⵓ,لوز
613,ayrou,ⴰⵢⵔⵓ,مؤن في جلد الخروف أو علب
614,iṭom,ⵉⵟⵓⵎ,ركيزة
615,taza,ⵜⴰⵣⴰ,شوك النباتات
616,ars,ⴰⵔⵙ,مطالبة
617,anḍaw,ⴰⵏⴹⴰⵡ,قفزة
618,rik,ⵔⵉⴽ,سرج
619,tamddit,ⵜⴰⵎⴷⴷⵉⵜ,مساء
620,asmorḍos,ⴰⵙⵎⵓⵔⴹⵓⵙ,خنق
621,traçna,ⵜⵔⴰⴿⵏⴰ,زريبة
622,ilis,ⵉⵍⵉⵙ,شيء ناعم
623,tirit,ⵜⵉⵔⵉⵜ,واد صغير
624,stidt,ⵙⵜⵉⴷⵜ,حقا
625,farz,ⴼⴰⵔⵣ,اصفر البيض
626,tismin,ⵜⵉⵙⵎⵉⵏ,غيرة
627,anizom,ⴰⵏⵉⵣⵓⵎ,جريح
628,touroum,ⵜⵓⵔⵓⵎ,مقبض
629,amellal,ⴰⵎⴻⵍⵍⴰⵍ,ابيض
630,timi,ⵜⵉⵎⵉ,حاجب
631,inrfḍ,ⵉⵏⵔⴼⴹ,طحال
632,ichch/ichchawn,ⵉⵛ/ⵉⵛⵛⴰⵡⵏ,قرن الحيوان
633,wi,ⵡⵉ,الذي
634,zi,ⵣⵉ,من
635,wou/you,ⵡⵓ/ⵢⵓ,هذا
636,akh,ⴰⵅ,على
637,nnes,ⵏⵏⴻⵙ,له
638,mamk/mism,ⵎⴰⵎⴽ/ⵎⵉⵙⵎ,كيف
639,idmi,ⵉⴷⵎⵉ,بمجرد ان
640,afay,ⴰⴼⴰⵢ,طيران
641,asoudn,ⴰⵙⵓⴷⵏ,قبلة أو بوسة
642,iḍ,ⵉⴹ,ليل
643,snni,ⵙⵏⵏⵉ,من هناك
644,am,ⴰⵎ,مثل
645,arji,ⴰⵔⵊⵉ,مستعد أو جاهز
646,awli,ⴰⵡⵍⵉ,قطيع من الغنم
647,tift,ⵜⵉⴼⵜ,تقبة
648,tbarda,ⵜⴱⴰⵔⴷⴰ,بردعة
649,fitou,ⴼⵉⵜⵓ,غصن الشجرة
650,taffert,ⵜⴰⴼⴼⴻⵔⵜ,ورقة
651,mizi,ⵎⵉⵣⵉ,مع من
652,wiked,ⵡⵉⴽⴻⴷ,مع من
653,wis chared,ⵡⵉⵙ ⵛⴰⵔⴻⴷ,الثالث
654,walou,ⵡⴰⵍⵓ,لاشئ
655,khwnni,ⵅⵡⵏⵏⵉ,لذلك
656,mlli,ⵎⵍⵍⵉ,لو
657,afouchil,ⴰⴼⵓⵛⵉⵍ,بندقية
658,tibghi,ⵜⵉⴱⵖⵉ,ضرع
659,wa9ila,ⵡⴰⵇⵉⵍⴰ,ربما
660,amkros,ⴰⵎⴽⵔⵓⵙ,حقيبة كبيرة
661,ja,ⵊⴰ,دلو من جلد
662,aghyay,ⴰⵖⵢⴰⵢ,نواة الفاكهة
663,tfawt,ⵜⴼⴰⵡⵜ,ضوء
664,tassout,ⵜⴰⵙⵙⵓⵜ,فراش
665,tasbalt,ⵜⴰⵙⴱⴰⵍⵜ,سقاية
666,izmr,ⵉⵣⵎⵔ,صغير الخروف
667,tabgha,ⵜⴰⴱⵖⴰ,توت
668,snj,ⵙⵏⵊ,فوق
669,tayyout,ⵜⴰⵢⵢⵓⵜ,ضباب
670,ti9ouzla,ⵜⵉⵇⵓⵣⵍⴰ,مكر
671,slwan,ⵙⵍⵡⴰⵏ,فحم
672,tfiḍlit,ⵜⴼⵉⴹⵍⵉⵜ,تولال
673,akhan,ⴰⵅⴰⵏ,غائط
674,tira,ⵜⵉⵔⴰ,كتابة
675,tmoughra,ⵜⵎⵓⵖⵔⴰ,تموغرا
676,tasnst,ⵜⴰⵙⵏⵙⵜ,قشرة الراس
677,idbichn,ⵉⴷⴱⵉⵛⵏ,اخبار
678,asmmam,ⴰⵙⵎⵎⴰⵎ,حامض
679,asrboun,ⴰⵙⵔⴱⵓⵏ,غير منظم
680,asami,ⴰⵙⴰⵎⵉ,مجاورة
681,asdmr,ⴰⵙⴷⵎⵔ,دعوة
682,imz,ⵉⵎⵣ,لثة
683,altchin,ⴰⵍⵜⵛⵉⵏ,التشين
684,tiwya,ⵜⵉⵡⵢⴰ,زوج عكس الفرد
685,icht,ⵉⵛⵜ,واحدة
686,tough,ⵜⵓⵖ,كنت
687,zayma,ⵣⴰⵢⵎⴰ,سحلية
688,iżi,ⵉⵥⵉ,مرارة
689,zara,ⵣⴰⵔⴰ,حديقة
690,arou,ⴰⵔⵓ,بكاء
691,anoughi,ⴰⵏⵓⵖⵉ,تخلي
692,anghar,ⴰⵏⵖⴰⵔ,صبيب
693,anzagh,ⴰⵏⵣⴰⵖ,فقدان
694,amoun,ⴰⵎⵓⵏ,تجمع
695,amouti,ⴰⵎⵓⵜⵉ,تعويض
696,akounzer,ⴰⴽⵓⵏⵣⴻⵔ,رعاف
697,amḍl,ⴰⵎⴹⵍ,قبر
698,ajfal,ⴰⵊⴼⴰⵍ,سباق الخيول
699,aghali,ⴰⵖⴰⵍⵉ,غروب
700,tghount,ⵜⵖⵓⵏⵜ,عناد
701,a9llouj,ⴰⵇⵍⵍⵓⵊ,كاس
702,tchayt,ⵜⵛⴰⵢⵜ,لباس نسائي طويل
703,abzar,ⴰⴱⵣⴰⵔ,مساهمة
704,uggouj,ⵡⴳⴳⵓⵊ,بعد
705,anggar,ⴰⵏⴳⴳⴰⵔ,اخير
706,amzouz,ⴰⵎⵣⵓⵣ,تاخر
707,ibchrn,ⵉⴱⵛⵔⵏ,مخالب
708,afous,ⴰⴼⵓⵙ,يمين
709,ahbour,ⴰⵀⴱⵓⵔ,قوي
710,aridal,ⴰⵔⵉⴷⴰⵍ,معاق
711,akhmri,ⴰⵅⵎⵔⵉ,اسمر
712,azggagh,ⴰⵣⴳⴳⴰⵖ,احمر
713,amsrar,ⴰⵎⵙⵔⴰⵔ,جميل
714,bouḍ,ⴱⵓⴹ,قاع
715,amrdoul,ⴰⵎⵔⴷⵓⵍ,بخيل
716,amrdoul,ⴰⵎⵔⴷⵓⵍ,منظر
717,rajdad,ⵔⴰⵊⴷⴰⴷ,بخيل
718,timsghiwt,ⵜⵉⵎⵙⵖⵉⵡⵜ,شراء
719,afghoul,ⴰⴼⵖⵓⵍ,وقح
720,tazmrit,ⵜⴰⵣⵎⵔⵉⵜ,فرقة
721,toussout,ⵜⵓⵙⵙⵓⵜ,سعال
722,aḍil,ⴰⴹⵉⵍ,عنب
723,tghalin,ⵜⵖⴰⵍⵉⵏ,حصان امازيغي اصيل
724,tili,ⵜⵉⵍⵉ,ظل
725,timsi,ⵜⵉⵎⵙⵉ,نار
726,tinitin,ⵜⵉⵏⵉⵜⵉⵏ,وحم
727,tafra,ⵜⴰⴼⵔⴰ,اخفاء
728,ighndan,ⵉⵖⵏⴷⴰⵏ,اداة (لقاط)
729,ikoufan,ⵉⴽⵓⴼⴰⵏ,لعاب
730,imal,ⵉⵎⴰⵍ,عام المقبل
731,anou9rt,ⴰⵏⵓⵇⵔⵜ,فضة
732,asjiḍ,ⴰⵙⵊⵉⴹ,مرض الحكة
733,awrm,ⴰⵡⵔⵎ,نبات اصفر
734,tzbboujt,ⵜⵣⴱⴱⵓⵊⵜ,زيتون بري
735,ddagg,ⴷⴷⴰⴳⴳ,نوع
736,a9lmoun,ⴰⵇⵍⵎⵓⵏ,غطاء لراس
737,arkouth,ⴰⵔⴽⵓⵜⵀ,غربال
738,a9ouṭi,ⴰⵇⵓⵟⵉ,اناء
739,ini,ⵉⵏⵉ,صخر يحيط بنار الطهي
740,mouch,ⵎⵓⵛ,قط
741,tighourar,ⵜⵉⵖⵓⵔⴰⵔ,اواني المطبخ
742,adrim,ⴰⴷⵔⵉⵎ,شغل
743,taftijt,ⵜⴰⴼⵜⵉⵊⵜ,شرارة
744,aghrwiḍ,ⴰⵖⵔⵡⵉⴹ,صبار
745,ahskal,ⴰⵀⵙⴽⴰⵍ,كلب مدرب
746,ajrtil,ⴰⵊⵔⵜⵉⵍ,حصيرة
747,al9am,ⴰⵍⵇⴰⵎ,مغناطيس
748,gougou,ⴳⵓⴳⵓ,عقل
749,andou,ⴰⵏⴷⵓ,طبق من الحلفاء
750,anchab,ⴰⵏⵛⴰⴱ,رمح
751,anfous,ⴰⵏⴼⵓⵙ,كم
752,arba,ⴰⵔⴱⴰ,ولد
753,ardouz,ⴰⵔⴷⵓⵣ,خنفساء
754,achlif,ⴰⵛⵍⵉⴼ,حذاء من خشب
755,takhri9t,ⵜⴰⵅⵔⵉⵇⵜ,تهمة
756,azar,ⴰⵣⴰⵔ,نبق
757,azir,ⴰⵣⵉⵔ,اكليل الجبل
758,azwar,ⴰⵣⵡⴰⵔ,فضيحة
759,ilellay,ⵉⵍⴻⵍⵍⴰⵢ,مقلع
760,aylis,ⴰⵢⵍⵉⵙ,دخان
761,iri,ⵉⵔⵉ,رقبة
762,ichr,ⵉⵛⵔ,ظفر
763,izri/izran,ⵉⵣⵔⵉ/ⵉⵣⵔⴰⵏ,شعر جمع اشعار
764,tirt/tiriwin,ⵜⵉⵔⵜ/ⵜⵉⵔⵉⵡⵉⵏ,واد بين الجبال
765,tmala,ⵜⵎⴰⵍⴰ,طائر يشبه الحمام
766,tasghda,ⵜⴰⵙⵖⴷⴰ,اداة للخياطة (كروشي)
767,tadrṣa,ⵜⴰⴷⵔⵚⴰ,حبل من حلفاء
768,tadout,ⵜⴰⴷⵓⵜ,حبر
769,tata,ⵜⴰⵜⴰ,حرباء
770,tafrawt,ⵜⴰⴼⵔⴰⵡⵜ,لوحة
771,taghrawt,ⵜⴰⵖⵔⴰⵡⵜ,حزام للاكمام
772,taghrot,ⵜⴰⵖⵔⵓⵜ,كتف
773,taltchint,ⵜⴰⵍⵜⵛⵉⵏⵜ,تلتشينت
774,tamda,ⵜⴰⵎⴷⴰ,بحيرة
775,tamllalt,ⵜⴰⵎⵍⵍⴰⵍⵜ,بيضة
776,amsl,ⴰⵎⵙⵍ,رجل الخلفية للحيوان
777,ta9a,ⵜⴰⵇⴰ,فتات الحبوب
778,miḍra,ⵎⵉⴹⵔⴰ,نخلة
779,tasrmt,ⵜⴰⵙⵔⵎⵜ,لجام
780,achbou,ⴰⵛⴱⵓ,قنينة من جلد
781,tawla,ⵜⴰⵡⵍⴰ,قطع فلاحية في الجبل
782,idr,ⵉⴷⵔ,سنبلة
783,ayous,ⴰⵢⵓⵙ,حجر البناء
784,tazdlt,ⵜⴰⵣⴷⵍⵜ,وشاح
785,ghirdm,ⵖⵉⵔⴷⵎ,عقرب
786,tibrint,ⵜⵉⴱⵔⵉⵏⵜ,حايك (لباس)
787,tiflillst,ⵜⵉⴼⵍⵉⵍⵍⵙⵜ,سنونو
788,tikti,ⵜⵉⴽⵜⵉ,ضرب
789,infis,ⵉⵏⴼⵉⵙ,غبار
790,iski,ⵉⵙⴽⵉ,روث الحيوان جاف
791,tichrt,ⵜⵉⵛⵔⵜ,وشم
792,tikhsi,ⵜⵉⵅⵙⵉ,نعحة
793,ariṣ,ⴰⵔⵉⵚ,سرج
794,oudim,ⵓⴷⵉⵎ,وجه أو الشأن
795,aghmay,ⴰⵖⵎⴰⵢ,برعم
796,amalou,ⴰⵎⴰⵍⵓ,مياه ذوبان الثلج
797,amrad,ⴰⵎⵔⴰⴷ,جرادة
798,arbou,ⴰⵔⴱⵓ,حرارة الجو
799,kerkday,ⴽⴻⵔⴽⴷⴰⵢ,حيوان الايل
800,asfnas,ⴰⵙⴼⵏⴰⵙ,نوع من الحلي
801,asmnyoud,ⴰⵙⵎⵏⵢⵓⴷ,جمع
802,asounswi,ⴰⵙⵓⵏⵙⵡⵉ,تجسس
803,agmmaz,ⴰⴳⵎⵎⴰⵣ,حك
804,iminigh,ⵉⵎⵉⵏⵉⵖ,اقول لكي
805,arwal,ⴰⵔⵡⴰⵍ,حرب
806,agoug,ⴰⴳⵓⴳ,حاجز لتغيير جريان الماء
807,malou,ⵎⴰⵍⵓ,واجهة الجبل فيها ظل
808,abḍi,ⴰⴱⴹⵉ,تقسيم
809,alwat,ⴰⵍⵡⴰⵜ,قنينة زجاج صغيرة
810,tama,ⵜⴰⵎⴰ,طرف
811,ouzan,ⵓⵣⴰⵏ,سميد الشعير
812,abram,ⴰⴱⵔⴰⵎ,اعراض
813,timghi,ⵜⵉⵎⵖⵉ,كبر
814,aghri,ⴰⵖⵔⵉ,نيئ
815,ajoumi,ⴰⵊⵓⵎⵉ,بور
816,agoumrd,ⴰⴳⵓⵎⵔⴷ,ضريبة
817,imoulay,ⵉⵎⵓⵍⴰⵢ,خطوبة
818,azli,ⴰⵣⵍⵉ,كلام غير مغهوم
819,lagoum,ⵍⴰⴳⵓⵎ,تبوريدة
820,afousir,ⴰⴼⵓⵙⵉⵔ,قدم (قياس)
821,tawllit,ⵜⴰⵡⵍⵍⵉⵜ,عنكبوت
822,anbḍor,ⴰⵏⴱⴹⵓⵔ,عتبة
823,i9ich,ⵉⵇⵉⵛ,بوق
824,a9sloul,ⴰⵇⵙⵍⵓⵍ,قالب
825,taswwart/tiswarin,ⵜⴰⵙⵡⵡⴰⵔⵜ/ⵜⵉⵙⵡⴰⵔⵉⵏ,غطاء النوم
826,tajra,ⵜⴰⵊⵔⴰ,صحن ممتلئ
827,zatgui,ⵣⴰⵜⴳⵉ,غابة
828,tasmtsnt,ⵜⴰⵙⵎⵜⵙⵏⵜ,موت
829,asṭl,ⴰⵙⵟⵍ,حلاق
830,amsi,ⴰⵎⵙⵉ,محو
831,alaghri,ⴰⵍⴰⵖⵔⵉ,اعتقاد
832,alou,ⴰⵍⵓ,فيل
833,adfa,ⴰⴷⴼⴰ,تفاح
834,tilchkhmt,ⵜⵉⵍⵛⵅⵎⵜ,لون رمادي
835,madoun,ⵎⴰⴷⵓⵏ,كسكاس
836,tinwachin,ⵜⵉⵏⵡⴰⵛⵉⵏ,ازهار
837,ifri,ⵉⴼⵔⵉ,كهف
838,afoundr,ⴰⴼⵓⵏⴷⵔ,تكبر
839,arghn,ⴰⵔⵖⵏ,اشعال
840,aray,ⴰⵔⴰⵢ,وقاية
841,ajlouw/ijlwiwn,ⴰⵊⵍⵓⵡ/ⵉⵊⵍⵡⵉⵡⵏ,كف
842,tazoult,ⵜⴰⵣⵓⵍⵜ,كحل التزيين
843,tratcha,ⵜⵔⴰⵜⵛⴰ,شبكة
844,wfigh,ⵡⴼⵉⵖ,وجدت
845,sersgh,ⵙⵔⵙⵖ,ُوضعت
846,a7ounjr,ⴰⵃⵓⵏⵊⵕ,برد القارس
847,77ounjrgh,ⵃⵃⵓⵏⵊⵕⵖ,بردت جدا
848,afray,ⴰⴼⵔⴰⵢ,سياج
849,takmoust,ⵜⴰⴽⵎⵓⵙⵜ,حزمة
850,yoursl,ⵢⵓⵔⵙⵍ/ⵉⵢⵓⵔⵙⵍⵏ,فِطر
851,taslift,ⵜⴰⵙⵍⵉⴼⵜ,أخت الزوجة
852,taydout,ⵜⴰⵢⴷⵓⵜ,قفة
853,tażrout,ⵜⴰⵥⵕⵓⵜ,حجرة
854,ssirdgh,ⵙⵙⵉⵔⴷⵖ,غسلتُ
855,ghrk,ⵖⵔⴽ!,انتبهْ
856,rrigh,ⵔⵔⵉⵖ,أعدتُ
857,trarit,ⵜⵔⴰⵔⵉⵜ,إعادة
858,nak3agh,ⵏⴰⴽⵄⴰⵖ,رضعتُ
859,ssank3agh,ⵙⵙⴰⵏⴽⵄⴰⵖ,أرضعتُ
860,barbragh,ⴱⴰⵔⴱⵔⴰⵖ,تغطيت جيدا
861,inifif,ⵉⵏⵉⴼⵉⴼ,محقن
862,l3afit,ⵍⵄⴰⴼⵉⵜ,نار
863,imnyarn,ⵉⵎⵏⵢⴰⵕⵏ,خصيتين
864,trjijigh,ⵜⵜⵔⵊⵉⵊⵉⵖ,رجفتُ
865,khay9agh,ⵅⴰⵢⵢⵇⵖ,قلِقتُ
866,za3fagh,ⵣⴰⵄⴼⴰⵖ,تعصبتُ
867,sroutgh,ⵙⵕⵓⵜⵖ,حصدت
868,yafragh,ⵢⴰⴼⵕⴰⵖ,معوج
869,tasraft/tisrfin,ⵜⴰⵙⵔⴰⴼⵜ/ⵜⵉⵙⵔⴼⵉⵏ,مخزن/مخازن
870,amouzzr,ⴰⵎⵓⵣⵣⵔ,سعر
871,tgherghert,ⵜⵖⵕⵖⵕⵜ,فقونة
872,taf99ount,ⵜⴰⴼⵇⵇⵓⵏⵜ,فقونة
873,tziwa,ⵜⵥⵉⵡⴰ,قصعة
874,aryti,ⴰⵔⵢⵜⵉ,عجين
875,Tagerst,ⵜⴰⴳⵔⵙⵜ,شتاء
876,Tafsut,ⵜⴰⴼⵙⵓⵜ,ربيع
877,Amawan,ⴰⵎⴰⵡⴰⵏ,خريف
878,AnZar,ⴰⵏⵥⴰⵕ,مطر
879,Ilel,ⵉⵍⴻⵍ,بحر
880,Aftas,ⴰⴼⵜⴰⵙ,ساحل
881,Tabruri,ⵜⴰⴱⵔⵓⵔⵉ,برَد
