453,ayoujil,ⴰⵢⵓⵊⵉⵍ,يتيم
454,arif,ⴰⵔⵉⴼ,شاطئ
455,bab,ⴱⴰⴱ,مالك أو رب
456,baw/ibawn,ⴱⴰⵡ/ⵉⴱⴰⵡⵏ,فول
457,imi/a9mmoum,ⵉⵎⵉ/ⴰⵇⵎⵎⵓⵎ,فم
458,taḍoft,ⵜⴰⴹⵓⴼⵜ,صوف
459,ayis,ⴰⵢⵉⵙ,حصان
460,waw/wawl/wawllout,ⵡⴰⵡ/ⵡⴰⵡⵍ/ⵡⴰⵡⵍⵍⵓⵜ?,بركة ماء جارية
461,tadount,ⵜⴰⴷⵓⵏⵜ,شحم
462,tmiri,ⵜⵎⵉⵔⵉ,نور
463,tou9it,ⵜⵓⵇⵉⵜ,حجرة
464,taskourt,ⵜⴰⵙⴽⵓⵔⵜ,حجل الطائر
465,taḍkalt,ⵜⴰⴹⴽⴰⵍⵜ,نسيبة
466,tsist,ⵜⵙⵉⵙⵜ,شراب
467,tbourjt,ⵜⴱⵓⵔⵊⵜ,نافذة
468,taghmart,ⵜⴰⵖⵎⴰⵔⵜ,زاوية أو جانب من الحائط
469,taf9ount,ⵜⴰⴼⵇⵓⵏⵜ,فرن الخبز
470,aman,ⴰⵎⴰⵏ,ماء
471,tmart,ⵜⵎⴰⵔⵜ,لحية
472,astoul,ⴰⵙⵜⵓⵍ,اسم أو اللقب
473,imourknti,ⵉⵎⵓⵔⴽⵏⵜⵉ,غني
474,tsoumta,ⵜⵙⵓⵎⵜⴰ,وسادة
475,tghaṭet,ⵜⵖⴰⵟⴻⵜ,ماعزة
476,almti,ⴰⵍⵎⵜⵉ,رطوبة
477,tiwa,ⵜⵉⵡⴰ,مؤخرة العنق
478,talla,ⵜⴰⵍⵍⴰ,شلال
479,inrz,ⵉⵏⵔⵣ,قدم
480,ijman,ⵉⵊⵎⴰⵏ,منكبين
481,tsaft,ⵜⵙⴰⴼⵜ,نخلة مثمرة
482,makh,ⵎⴰⵅ,لماذا
483,tasmoḍi,ⵜⴰⵙⵎⵓⴹⵉ,برودة
484,taknift,ⵜⴰⴽⵏⵉⴼⵜ,خبزة دائرية
485,admi,ⴰⴷⵎⵉ,حماية
486,azaf,ⴰⵣⴰⴼ,وبر
487,amzdag,ⴰⵎⵣⴷⴰⴳ,نقي أو نظيف
488,tal,ⵜⴰⵍ,جدول
489,tayya,ⵜⴰⵢⵢⴰ,أَمَة (عبدة)
490,outm,ⵓⵜⵎ,ذكر
491,talfsa,ⵜⴰⵍⴼⵙⴰ,أفعى
492,switlal,ⵙⵡⵉⵜⵍⴰⵍ,معلمة
493,ḍari,ⴹⴰⵔⵉ,ماضي
494,fan,ⴼⴰⵏ,مقلاة
495,tichira,ⵜⵉⵛⵉⵔⴰ,شمع
496,azli,ⴰⵣⵍⵉ,جمال
497,tifa,ⵜⵉⴼⴰ,اسم بنت لإنجاب الذكور
498,amnous,ⴰⵎⵏⵓⵙ,سجار أو صراع
499,tilmit,ⵜⵉⵍⵎⵉⵜ,جبح
500,timjjt,ⵜⵉⵎⵊⵊⵜ,أذن
501,tijnt,ⵜⵉⵊⵏⵜ,عين الماء
502,tazṭṭat,ⵜⴰⵣⵟⵟⴰⵜ,رشوة
503,tinifin,ⵜⵉⵏⵉⴼⵉⵏ,جلبان
504,tiwyadt,ⵜⵉⵡⵢⴰⴷⵜ,استقامة
505,achchokaḍ,ⴰⵛⵛⵓⴽⴰⴹ,ذيل
506,din,ⴷⵉⵏ,هناك
507,tinifra,ⵜⵉⵏⵉⴼⵔⴰ,مشيمة
508,antour,ⴰⵏⵜⵓⵔ,شفة
509,oulik,ⵓⵍⵉⴽ,مؤن صلبة
510,ḍaḍ,ⴹⴰⴹ,أصبع
511,aghanim,ⴰⵖⴰⵏⵉⵎ,قصب
512,fous/ifassn,ⴼⵓⵙ/ⵉⴼⴰⵙⵙⵏ,يد
513,filou,ⴼⵉⵍⵓ,خيط
514,laż,ⵍⴰⵥ,جوع
515,loum,ⵍⵓⵎ,تبن
516,tirsa,ⵜⵉⵔⵙⴰ,محراث
517,mism,ⵎⵉⵙⵎ,كيف
518,nitnin,ⵏⵉⵜⵏⵉⵏ,هم
519,nigh,ⵏⵉⵖ,أو
520,ouzal,ⵓⵣⴰⵍ,حديد
521,tchek,ⵜⵛⴻⴽ,أنت
522,knniw,ⴽⵏⵏⵉⵡ,انتم
523,our,ⵓⵔ,لم (نافية)
524,oultma,ⵓⵍⵜⵎⴰ,أختي
525,tyażiḍt,ⵜⵢⴰⵥⵉⴹⵜ,دجاجة
526,ybba,ⵢⴱⴱⴰ,أبي
527,tounziwt,ⵜⵓⵏⵣⵉⵡⵜ,شعر فوق الجبهة
528,tmouzount,ⵜⵎⵓⵣⵓⵏⵜ,مال
529,amari,ⴰⵎⴰⵔⵉ,حد
530,your,ⵢⵓⵔ,شهر
531,oul,ⵓⵍ,قلب
532,djiwngh,ⴷⵊⵉⵡⵏⵖ,شبعت
533,atmoun,ⴰⵜⵎⵓⵏ,مطحنة التبن
534,adan,ⴰⴷⴰⵏ,امعاء
535,isagh,ⵉⵙⴰⵖ,ساحة
536,isghi,ⵉⵙⵖⵉ,طائر العقاب
537,aghi,ⴰⵖⵉ,حليب
538,tmghra,ⵜⵎⵖⵔⴰ,موسم الحصاد
539,arwas,ⴰⵔⵡⴰⵙ,كثير
540,tmousni,ⵜⵎⵓⵙⵏⵉ,معرفة
541,tazwewart,ⵜⴰⵣⵡⴻⵡⴰⵔⵜ,توبيخ
542,ouzoum,ⵓⵣⵓⵎ,بلوغ (فترة عمرية)
543,azddam,ⴰⵣⴷⴷⴰⵎ,حطاب
544,taziwḍi,ⵜⴰⵣⵉⵡⴹⵉ,حلاوة
545,azou,ⴰⵣⵓ,نبات اصفر
546,tamzourt,ⵜⴰⵎⵣⵓⵔⵜ,المراة في حالة الولادة
547,tażalit,ⵜⴰⵥⴰⵍⵉⵜ,صلاة
548,azgnoun,ⴰⵣⴳⵏⵓⵏ,عنقوذ
549,zim,ⵣⵉⵎ,زئير
550,tarwla,ⵜⴰⵔⵡⵍⴰ,هروب
551,sourif,ⵙⵓⵔⵉⴼ,خطوة
552,arital,ⴰⵔⵉⵜⴰⵍ,غنيمة
553,irsan,ⵉⵔⵙⴰⵏ,ايصابات
554,tamrarout,ⵜⴰⵎⵔⴰⵔⵓⵜ,رد أو الإرجاع
555,ar9as,ⴰⵔⵇⴰⵙ,مبعوث
556,ysi/ays,ⵢⵙⵉ/ⴰⵢⵙ,بناتي
557,tarwa,ⵜⴰⵔⵡⴰ,أبناء
558,oudan,ⵓⴷⴰⵏ,بشر
559,ouday,ⵓⴷⴰⵢ,يهودي
560,awlough,ⴰⵡⵍⵓⵖ,مص
561,lakh,ⵍⴰⵅ,صلصال
562,tkoufi,ⵜⴽⵓⴼⵉ,رغوة
563,tiwdi,ⵜⵉⵡⴷⵉ,رعب
564,akrous,ⴰⴽⵔⵓⵙ,عقدة
565,tikli,ⵜⵉⴽⵍⵉ,مشي
566,toukra,ⵜⵓⴽⵔⴰ,سب أو الإهانة
567,kaḍ,ⴽⴰⴹ,ورق
568,ikn/ikwin,ⵉⴽⵏ/ⵉⴽⵡⵉⵏ,توام
569,twachount,ⵜⵡⴰⵛⵓⵏⵜ,مراة
570,abtchoun,ⴰⴱⵜⵛⵓⵏ,رحم
571,tiyyar,ⵜⵉⵢⵢⴰⵔ,اصل أو السلالة
572,tamsjrt,ⵜⴰⵎⵙⵊⵔⵜ,سباق
573,tajalit,ⵜⴰⵊⴰⵍⵉⵜ,قسم
574,timert,ⵜⵉⵎⴻⵔⵜ,صيد
575,djouni,ⴷⵊⵓⵏⵉ,ربوض
576,ijwa,ⵉⵊⵡⴰ,صوت الخروف
577,taghwiwt,ⵜⴰⵖⵡⵉⵡⵜ,صراخ
578,aghray,ⴰⵖⵔⴰⵢ,إجهاض
579,tighlelt,ⵜⵉⵖⵍⴻⵍⵜ,حجاب يحجب به العريس
580,aghnou,ⴰⵖⵏⵓ,شفقة
581,9bala,ⵇⴱⴰⵍⴰ,وافر
582,a9oubou,ⴰⵇⵓⴱⵓ,شرب بلهف
583,aydi,ⴰⵢⴷⵉ,كلب
584,a9ounan,ⴰⵇⵓⵏⴰⵏ,مشرق الوجه
585,ahiri,ⴰⵀⵉⵔⵉ,سرج الجمل
586,souytma,ⵙⵓⵢⵜⵎⴰ,اخواتي
587,toumdt,ⵜⵓⵎⴷⵜ,تذوق
588,timli,ⵜⵉⵎⵍⵉ,بياض
589,timlagh,ⵜⵉⵎⵍⴰⵖ,مزاح
590,amas,ⴰⵎⴰⵙ,مركز أو وسط
591,tinit,ⵜⵉⵏⵉⵜ,رغبة
592,tazart,ⵜⴰⵣⴰⵔⵜ,تين
593,twala,ⵜⵡⴰⵍⴰ,مرة
594,tmda,ⵜⵎⴷⴰ,طائر الباشق
595,lalla,ⵍⴰⵍⵍⴰ,سيدتي
596,dada,ⴷⴰⴷⴰ,سيدي
597,adjou,ⴰⴷⵊⵓ,عملية الوزن
598,soudrous,ⵙⵓⴷⵔⵓⵙ,على الاقل
599,akhrsga,ⴰⵅⵔⵙⴳⴰ,اخرس
600,tini,ⵜⵉⵏⵉ,تمر
601,aflou,ⴰⴼⵍⵓ,لوز
602,ayrou,ⴰⵢⵔⵓ,مؤن في جلد الخروف أو علب
603,iṭom,ⵉⵟⵓⵎ,ركيزة
604,taza,ⵜⴰⵣⴰ,شوك النباتات
605,ars,ⴰⵔⵙ,مطالبة
606,andaw,ⴰⵏⴷⴰⵡ,قفزة
607,rik,ⵔⵉⴽ,سرج
608,tamdit,ⵜⴰⵎⴷⵉⵜ,مساء
609,asmorḍos,ⴰⵙⵎⵓⵔⴹⵓⵙ,خنق
610,tarkna,ⵜⴰⵔⴽⵏⴰ,زريبة
611,ilis,ⵉⵍⵉⵙ,شيء ناعم
612,tirit,ⵜⵉⵔⵉⵜ,واد صغير
613,stidt,ⵙⵜⵉⴷⵜ,حقا
614,farz,ⴼⴰⵔⵣ,اصفر البيض
615,tismin,ⵜⵉⵙⵎⵉⵏ,غيرة
616,anizom,ⴰⵏⵉⵣⵓⵎ,جريح
617,touroum,ⵜⵓⵔⵓⵎ,مقبض
618,amlal,ⴰⵎⵍⴰⵍ,ابيض
619,timi,ⵜⵉⵎⵉ,حاجب
620,inrfḍ,ⵉⵏⵔⴼⴹ,طحال
621,ach/ichchawn,ⴰⵛ/ⵉⵛⵛⴰⵡⵏ,قرن الحيوان
622,wi,ⵡⵉ,الذي
623,zi,ⵣⵉ,من
624,wou/you,ⵡⵓ/ⵢⵓ,هذا
625,akh,ⴰⵅ,على
626,anns,ⴰⵏⵏⵙ,له
627,mamk/mism,ⵎⴰⵎⴽ/ⵎⵉⵙⵎ,كيف
628,idmi,ⵉⴷⵎⵉ,بمجرد ان
629,afay,ⴰⴼⴰⵢ,طيران
630,asoudn,ⴰⵙⵓⴷⵏ,قبلة أو بوسة
631,iḍ,ⵉⴹ,ليل
632,snni,ⵙⵏⵏⵉ,من هناك
633,am,ⴰⵎ,مثل
634,arji,ⴰⵔⵊⵉ,مستعد أو جاهز
635,awli,ⴰⵡⵍⵉ,قطيع من الغنم
636,tift,ⵜⵉⴼⵜ,تقبة
637,tbarda,ⵜⴱⴰⵔⴷⴰ,بردعة
638,fitou,ⴼⵉⵜⵓ,غصن الشجرة
639,tafrt,ⵜⴰⴼⵔⵜ,ورقة
640,mizi,ⵎⵉⵣⵉ,مع من
641,ous tlata,ⵓⵙ ⵜⵍⴰⵜⴰ,الثالث
642,walou,ⵡⴰⵍⵓ,لاشئ
643,khwnni,ⵅⵡⵏⵏⵉ,لذلك
644,mlli,ⵎⵍⵍⵉ,لو
645,afouchil,ⴰⴼⵓⵛⵉⵍ,بندقية
646,tibghi,ⵜⵉⴱⵖⵉ,ضرع
647,wa9ila,ⵡⴰⵇⵉⵍⴰ,ربما
648,amkros,ⴰⵎⴽⵔⵓⵙ,حقيبة كبيرة
649,ja,ⵊⴰ,دلو من جلد
650,aghyay,ⴰⵖⵢⴰⵢ,نواة الفاكهة
651,tfawt,ⵜⴼⴰⵡⵜ,ضوء
652,tasount,ⵜⴰⵙⵓⵏⵜ,فراش
653,tasbalt,ⵜⴰⵙⴱⴰⵍⵜ,سقاية
654,izmr,ⵉⵣⵎⵔ,صغير الخروف
655,tabgha,ⵜⴰⴱⵖⴰ,توت
656,snj,ⵙⵏⵊ,فوق
657,tyout,ⵜⵢⵓⵜ,ضباب
658,ti9ouzla,ⵜⵉⵇⵓⵣⵍⴰ,مكر
659,slwan,ⵙⵍⵡⴰⵏ,فحم
660,tfiḍlit,ⵜⴼⵉⴹⵍⵉⵜ,تولال
661,akhan,ⴰⵅⴰⵏ,غائط
662,tira,ⵜⵉⵔⴰ,كتابة
663,tmoughra,ⵜⵎⵓⵖⵔⴰ,تموغرا
664,tasnst,ⵜⴰⵙⵏⵙⵜ,قشرة الراس
665,idbichn,ⵉⴷⴱⵉⵛⵏ,اخبار
666,asmmam,ⴰⵙⵎⵎⴰⵎ,حامض
667,asrboun,ⴰⵙⵔⴱⵓⵏ,غير منظم
668,asami,ⴰⵙⴰⵎⵉ,مجاورة
669,asdmr,ⴰⵙⴷⵎⵔ,دعوة
670,imz,ⵉⵎⵣ,لثة
671,altchin,ⴰⵍⵜⵛⵉⵏ,التشين
672,tiwya,ⵜⵉⵡⵢⴰ,زوج عكس الفرد
673,icht,ⵉⵛⵜ,واحدة
674,tough,ⵜⵓⵖ,كنت
675,zayma,ⵣⴰⵢⵎⴰ,سحلية
676,izi,ⵉⵣⵉ,مرارة
677,zara,ⵣⴰⵔⴰ,حديقة
678,arou,ⴰⵔⵓ,بكاء
679,anoughi,ⴰⵏⵓⵖⵉ,تخلي
680,anghar,ⴰⵏⵖⴰⵔ,صبيب
681,anzagh,ⴰⵏⵣⴰⵖ,فقدان
682,amoun,ⴰⵎⵓⵏ,ذهاب
683,amouti,ⴰⵎⵓⵜⵉ,تعويض
684,akounz,ⴰⴽⵓⵏⵣ,رعاف
685,amḍl,ⴰⵎⴹⵍ,قبر
686,ajfal,ⴰⵊⴼⴰⵍ,سباق الخيول
687,aghli,ⴰⵖⵍⵉ,غروب
688,tghount,ⵜⵖⵓⵏⵜ,عناد
689,a9llouj,ⴰⵇⵍⵍⵓⵊ,كاس
690,tchayt,ⵜⵛⴰⵢⵜ,لباس نسائي طويل
691,abzar,ⴰⴱⵣⴰⵔ,مساهمة
692,uggouj,ⵡⴳⴳⵓⵊ,بعد
693,anggar,ⴰⵏⴳⴳⴰⵔ,اخير
694,amzouz,ⴰⵎⵣⵓⵣ,تاخر
695,ibchrn,ⵉⴱⵛⵔⵏ,مخالب
696,afous,ⴰⴼⵓⵙ,يمين
697,ahbour,ⴰⵀⴱⵓⵔ,قوي
698,ariḍal,ⴰⵔⵉⴹⴰⵍ,معاق
699,achehboun,ⴰⵛⴻⵀⴱⵓⵏ,أشقر
700,akhmri,ⴰⵅⵎⵔⵉ,اسمر
701,azggagh,ⴰⵣⴳⴳⴰⵖ,احمر
702,amsrar,ⴰⵎⵙⵔⴰⵔ,جميل
703,bouḍ,ⴱⵓⴹ,قاع
704,amrdoul,ⴰⵎⵔⴷⵓⵍ,بخيل
705,timsghiwt,ⵜⵉⵎⵙⵖⵉⵡⵜ,شراء
706,afghoul,ⴰⴼⵖⵓⵍ,وقح
707,tazmrit,ⵜⴰⵣⵎⵔⵉⵜ,فرقة
708,toussou,ⵜⵓⵙⵙⵓ,سعال
709,aḍil,ⴰⴹⵉⵍ,عنب
710,tghalin,ⵜⵖⴰⵍⵉⵏ,حصان امازيغي اصيل
711,tili,ⵜⵉⵍⵉ,ظل
712,timsi,ⵜⵉⵎⵙⵉ,نار
713,tinitin,ⵜⵉⵏⵉⵜⵉⵏ,وحم
714,tafra,ⵜⴰⴼⵔⴰ,اخفاء
715,ighndan,ⵉⵖⵏⴷⴰⵏ,اداة (لقاط)
716,ikoufan,ⵉⴽⵓⴼⴰⵏ,لعاب
717,imal,ⵉⵎⴰⵍ,عام المقبل
718,anou9rt,ⴰⵏⵓⵇⵔⵜ,فضة
719,asjiḍ,ⴰⵙⵊⵉⴹ,مرض الحكة
720,awrm,ⴰⵡⵔⵎ,نبات اصفر
721,tzbboujt,ⵜⵣⴱⴱⵓⵊⵜ,زيتون بري
722,ddagg,ⴷⴷⴰⴳⴳ,نوع
723,a9lmoun,ⴰⵇⵍⵎⵓⵏ,غطاء لراس
724,arkouth,ⴰⵔⴽⵓⵜⵀ,غربال
725,a9ouṭi,ⴰⵇⵓⵟⵉ,اناء
726,ini,ⵉⵏⵉ,صخر يحيط بنار الطهي
727,mouch,ⵎⵓⵛ,قط
728,tighourar,ⵜⵉⵖⵓⵔⴰⵔ,اواني المطبخ
729,adrim,ⴰⴷⵔⵉⵎ,شغل
730,taftijt,ⵜⴰⴼⵜⵉⵊⵜ,شرارة
731,aghrwiḍ,ⴰⵖⵔⵡⵉⴹ,صبار
732,ahskal,ⴰⵀⵙⴽⴰⵍ,كلب مدرب
733,ajrtil,ⴰⵊⵔⵜⵉⵍ,حصيرة
734,al9am,ⴰⵍⵇⴰⵎ,مغناطيس
735,gougou,ⴳⵓⴳⵓ,عقل
736,andou,ⴰⵏⴷⵓ,طبق من الحلفاء
737,anchab,ⴰⵏⵛⴰⴱ,رمح
738,anfous,ⴰⵏⴼⵓⵙ,كم
739,arba,ⴰⵔⴱⴰ,ولد
740,ardouz,ⴰⵔⴷⵓⵣ,خنفساء
741,achlif,ⴰⵛⵍⵉⴼ,حذاء من خشب
742,takhri9t,ⵜⴰⵅⵔⵉⵇⵜ,تهمة
743,azar,ⴰⵣⴰⵔ,نبق
744,azir,ⴰⵣⵉⵔ,اكليل الجبل
745,azwar,ⴰⵣⵡⴰⵔ,فضيحة
746,ilellay,ⵉⵍⴻⵍⵍⴰⵢ,مقلع
747,aylis,ⴰⵢⵍⵉⵙ,دخان
748,iri,ⵉⵔⵉ,رقبة
749,ichr,ⵉⵛⵔ,ظفر
750,izri/izran,ⵉⵣⵔⵉ/ⵉⵣⵔⴰⵏ,شعر جمع اشعار
751,tirt/tiriwin,ⵜⵉⵔⵜ/ⵜⵉⵔⵉⵡⵉⵏ,واد بين الجبال
752,tmala,ⵜⵎⴰⵍⴰ,طائر يشبه الحمام
753,tasghda,ⵜⴰⵙⵖⴷⴰ,اداة للخياطة (كروشي)
754,tadrṣa,ⵜⴰⴷⵔⵚⴰ,حبل من حلفاء
755,tadout,ⵜⴰⴷⵓⵜ,حبر
756,tata,ⵜⴰⵜⴰ,حرباء
757,tafrawt,ⵜⴰⴼⵔⴰⵡⵜ,لوحة
758,taghrawt,ⵜⴰⵖⵔⴰⵡⵜ,حزام للاكمام
759,taghrot,ⵜⴰⵖⵔⵓⵜ,كتف
760,taltchint,ⵜⴰⵍⵜⵛⵉⵏⵜ,تلتشينت
761,tamda,ⵜⴰⵎⴷⴰ,بحيرة
762,tamllalt,ⵜⴰⵎⵍⵍⴰⵍⵜ,بيضة
763,amsl,ⴰⵎⵙⵍ,رجل الخلفية للحيوان
764,ta9a,ⵜⴰⵇⴰ,فتات الحبوب
765,miḍra,ⵎⵉⴹⵔⴰ,نخلة
766,tasrmt,ⵜⴰⵙⵔⵎⵜ,لجام
767,achbou,ⴰⵛⴱⵓ,قنينة من جلد
768,tawla,ⵜⴰⵡⵍⴰ,قطع فلاحية في الجبل
769,idr,ⵉⴷⵔ,سنبلة
770,ayous,ⴰⵢⵓⵙ,حجر البناء
771,tazdlt,ⵜⴰⵣⴷⵍⵜ,وشاح
772,ghirdm,ⵖⵉⵔⴷⵎ,عقرب
773,tibrint,ⵜⵉⴱⵔⵉⵏⵜ,حايك (لباس)
774,tiflillst,ⵜⵉⴼⵍⵉⵍⵍⵙⵜ,سنونو
775,tikti,ⵜⵉⴽⵜⵉ,ضرب
776,infis,ⵉⵏⴼⵉⵙ,غبار
777,iski,ⵉⵙⴽⵉ,روث الحيوان جاف
778,tichrt,ⵜⵉⵛⵔⵜ,وشم
779,tikhsi,ⵜⵉⵅⵙⵉ,نعحة
780,ariṣ,ⴰⵔⵉⵚ,سرج
781,oudim,ⵓⴷⵉⵎ,وجه أو الشأن
782,aghmay,ⴰⵖⵎⴰⵢ,برعم
783,amalou,ⴰⵎⴰⵍⵓ,مياه ذوبان الثلج
784,amrad,ⴰⵎⵔⴰⴷ,جرادة
785,arbou,ⴰⵔⴱⵓ,حرارة الجو
786,kerkday,ⴽⴻⵔⴽⴷⴰⵢ,حيوان الايل
787,asfnas,ⴰⵙⴼⵏⴰⵙ,نوع من الحلي
788,asmnyoud,ⴰⵙⵎⵏⵢⵓⴷ,جمع
789,asounswi,ⴰⵙⵓⵏⵙⵡⵉ,تجسس
790,agmmaz,ⴰⴳⵎⵎⴰⵣ,حك
791,iminigh,ⵉⵎⵉⵏⵉⵖ,اقول لكي
792,arwal,ⴰⵔⵡⴰⵍ,حرب
793,agoug,ⴰⴳⵓⴳ,حاجز لتغيير جريان الماء
794,malou,ⵎⴰⵍⵓ,واجهة الجبل فيها ظل
795,abḍi,ⴰⴱⴹⵉ,تقسيم
796,alwat,ⴰⵍⵡⴰⵜ,قنينة زجاج صغيرة
797,tama,ⵜⴰⵎⴰ,طرف
798,ouzan,ⵓⵣⴰⵏ,سميد الشعير
799,abram,ⴰⴱⵔⴰⵎ,اعراض
800,timghi,ⵜⵉⵎⵖⵉ,كبر
801,aghri,ⴰⵖⵔⵉ,نيئ
802,ajoumi,ⴰⵊⵓⵎⵉ,بور
803,agoumrd,ⴰⴳⵓⵎⵔⴷ,ضريبة
804,imoulay,ⵉⵎⵓⵍⴰⵢ,خطوبة
805,azli,ⴰⵣⵍⵉ,كلام غير مغهوم
806,lagoum,ⵍⴰⴳⵓⵎ,تبوريدة
807,afousir,ⴰⴼⵓⵙⵉⵔ,قدم (قياس)
808,tawllit,ⵜⴰⵡⵍⵍⵉⵜ,عنكبوت
809,anbḍor,ⴰⵏⴱⴹⵓⵔ,عتبة
810,i9ich,ⵉⵇⵉⵛ,بوق
811,a9sloul,ⴰⵇⵙⵍⵓⵍ,قالب
812,taswwart/tiswarin,ⵜⴰⵙⵡⵡⴰⵔⵜ/ⵜⵉⵙⵡⴰⵔⵉⵏ,غطاء النوم
813,tajra,ⵜⴰⵊⵔⴰ,صحن ممتلئ
814,zatgui,ⵣⴰⵜⴳⵉ,غابة
815,tasmtsnt,ⵜⴰⵙⵎⵜⵙⵏⵜ,موت
816,asṭl,ⴰⵙⵟⵍ,حلاق
817,amsi,ⴰⵎⵙⵉ,محو
818,alaghri,ⴰⵍⴰⵖⵔⵉ,اعتقاد
819,alou,ⴰⵍⵓ,فيل
820,adfa,ⴰⴷⴼⴰ,تفاح
821,tilchkhmt,ⵜⵉⵍⵛⵅⵎⵜ,لون رمادي
822,madoun,ⵎⴰⴷⵓⵏ,كسكاس
823,tinwachin,ⵜⵉⵏⵡⴰⵛⵉⵏ,ازهار
824,ifri,ⵉⴼⵔⵉ,كهف
825,afoundr,ⴰⴼⵓⵏⴷⵔ,تكبر
826,arghn,ⴰⵔⵖⵏ,اشعال
827,aray,ⴰⵔⴰⵢ,وقاية
828,ajlouw/ijlwiwn,ⴰⵊⵍⵓⵡ/ⵉⵊⵍⵡⵉⵡⵏ,كف
829,tazoult,ⵜⴰⵣⵓⵍⵜ,كحل التزيين
830,tratcha,ⵜⵔⴰⵜⵛⴰ,شبكة
831,wfigh,ⵡⴼⵉⵖ,وجدت
832,sersgh,ⵙⵔⵙⵖ,ُوضعت
833,a7ounjr,ⴰⵃⵓⵏⵊⵕ,برد القارس
834,77ounjrgh,ⵃⵃⵓⵏⵊⵕⵖ,بردت جدا
835,afray,ⴰⴼⵔⴰⵢ,سياج
836,takmoust,ⵜⴰⴽⵎⵓⵙⵜ,حزمة
837,yoursl,ⵢⵓⵔⵙⵍ/ⵉⵢⵓⵔⵙⵍⵏ,فِطر
838,taslift,ⵜⴰⵙⵍⵉⴼⵜ,أخت الزوجة
839,taydout,ⵜⴰⵢⴷⵓⵜ,قفة
840,tażrout,ⵜⴰⵥⵕⵓⵜ,حجرة
841,ssirdgh,ⵙⵙⵉⵔⴷⵖ,غسلتُ
842,ghrk,ⵖⵔⴽ!,انتبهْ
843,rrigh,ⵔⵔⵉⵖ,أعدتُ
844,trarit,ⵜⵔⴰⵔⵉⵜ,إعادة
845,nak3agh,ⵏⴰⴽⵄⴰⵖ,رضعتُ
846,ssank3agh,ⵙⵙⴰⵏⴽⵄⴰⵖ,أرضعتُ
847,barbragh,ⴱⴰⵔⴱⵔⴰⵖ,تغطيت جيدا
848,inifif,ⵉⵏⵉⴼⵉⴼ,محقن
849,l3afit,ⵍⵄⴰⴼⵉⵜ,نار
850,imnyarn,ⵉⵎⵏⵢⴰⵕⵏ,خصيتين
851,trjijigh,ⵜⵜⵔⵊⵉⵊⵉⵖ,رجفتُ
852,khay9agh,ⵅⴰⵢⵢⵇⵖ,قلِقتُ
853,za3fagh,ⵣⴰⵄⴼⴰⵖ,تعصبتُ
854,sroutgh,ⵙⵕⵓⵜⵖ,حصدت
855,yafragh,ⵢⴰⴼⵕⴰⵖ,معوج
856,tasraft/tisrfin,ⵜⴰⵙⵔⴰⴼⵜ/ⵜⵉⵙⵔⴼⵉⵏ,مخزن/مخازن
857,amouzzr,ⴰⵎⵓⵣⵣⵔ,سعر
858,tgherghert,ⵜⵖⵕⵖⵕⵜ,فقونة
859,taf99ount,ⵜⴰⴼⵇⵇⵓⵏⵜ,فقونة
860,tziwa,ⵜⵥⵉⵡⴰ,قصعة
861,aryti,ⴰⵔⵢⵜⵉ,عجين
862,Tagerst,ⵜⴰⴳⵔⵙⵜ,شتاء
863,Tafsut,ⵜⴰⴼⵙⵓⵜ,ربيع
864,Amawan,ⴰⵎⴰⵡⴰⵏ,خريف
865,AnZar,ⴰⵏⵥⴰⵕ,مطر
866,Ilel,ⵉⵍⴻⵍ,بحر
867,Aftas,ⴰⴼⵜⴰⵙ,ساحل
868,Tabruri,ⵜⴰⴱⵔⵓⵔⵉ,برَد
869,Ajris,ⴰⵊⵔⵉⵙ,صقيع
870,Tayyut,ⵜⴰⵢⵢⵓⵜ,سحاب كثيف
871,Tayyught,ⵜⴰⵢⵢⵓⵖⵜ,موجة
872,TajruDeyt,ⵜⴰⵊⵔⵓⴷⴻⵢⵜ,عاصفة
873,Assemmiḍ,ⴰⵚⵎⵎⵉⴹ,برد
874,Afssay,ⴰⴼⵙⴰⵢ,عين
875,Tanzruft,ⵜⴰⵏⵣⵔⵓⴼⵜ,صحراء
876,Asseddi n Idurar,ⴰⵙⴻⴷⴷⵉ ⵏ ⵉⴷⵓⵔⴰⵔ,سلسلة جبلية
877,Tireft,ⵜⵉⵔⴼⵜ,سلسلة هضاب
878,Tiwrar,ⵜⵉⵡⵔⴰⵔ,هضاب
879,TaZuDa,ⵜⴰⵣⵓⴷⴰ,منبسط
880,Uduz n TDarut,ⵓⴷⵓⵣ ⵏ ⵜⴷⴰⵔⵓⵜ,ضغط جوي
881,mmays,ⵎⵎⴰⵢⵙ,لا أعرف
882,ttalmgh,ⵜⵜⴰⵍⵎⵖ,أنسج
883,azouzr,ⴰⵣⵓⵣⵔ,تصفية القمح بالطريقة التقليدية
884,aghsmir,ⴰⵖⵙⵎⵉⵔ,ذقن
885,ikhf,ⵉⵅⴼ,رأس
886,miżiḍ,ⵎⵉⵥⵉⴹ,حلو/لذيذ
887,amessas,ⴰⵎⵙⵙⴰⵙ,بلا طعم
888,Azbar,ⴰⵣⴱⴰⵔ,وجع شديد
889,Anedder,ⴰⵏⴻⴷⴷⴻⵔ,وجع مستمر
